,YR_MO,CALL_DATE,AGENT_KEY,CALLS,HANDLE_TIME,CALL_REGEN,CALLS_WITH_OFFER,CALLS_WITH_ACCEPT,CALLS_OFFER_APPLIED,TRANSFERS,EFF_DT,TERM_DT,AGENT_ID,AGENT_NAME,TEAM_LEAD_ID,TEAM_LEAD_NAME,CALL_CENTER,METRIC,TARGET
11,201706,2017-06-04,12465,38,25249,5,35,27,23,2,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,CALL_REGEN,0.167
12,201706,2017-06-04,12465,38,25249,5,35,27,23,2,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,TRANSFERS,0.082
13,201706,2017-06-04,12465,38,25249,5,35,27,23,2,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,APPLIED_PER_CALL,0.505
14,201706,2017-06-04,12465,38,25249,5,35,27,23,2,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,BREAKAGE,0.201
15,201706,2017-06-05,12465,32,24019,3,29,23,17,2,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,AHT,780.0
16,201706,2017-06-05,12465,32,24019,3,29,23,17,2,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,CALL_REGEN,0.167
17,201706,2017-06-05,12465,32,24019,3,29,23,17,2,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,TRANSFERS,0.082
18,201706,2017-06-05,12465,32,24019,3,29,23,17,2,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,APPLIED_PER_CALL,0.505
19,201706,2017-06-05,12465,32,24019,3,29,23,17,2,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,BREAKAGE,0.201
20,201706,2017-06-06,12465,36,24810,6,33,25,20,2,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,AHT,780.0
21,201706,2017-06-06,12465,36,24810,6,33,25,20,2,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,CALL_REGEN,0.167
22,201706,2017-06-06,12465,36,24810,6,33,25,20,2,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,TRANSFERS,0.082
23,201706,2017-06-06,12465,36,24810,6,33,25,20,2,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,APPLIED_PER_CALL,0.505
24,201706,2017-06-06,12465,36,24810,6,33,25,20,2,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,BREAKAGE,0.201
25,201706,2017-06-08,12465,40,25576,4,37,28,24,2,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,AHT,780.0
26,201706,2017-06-08,12465,40,25576,4,37,28,24,2,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,CALL_REGEN,0.167
27,201706,2017-06-08,12465,40,25576,4,37,28,24,2,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,TRANSFERS,0.082
28,201706,2017-06-08,12465,40,25576,4,37,28,24,2,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,APPLIED_PER_CALL,0.505
29,201706,2017-06-08,12465,40,25576,4,37,28,24,2,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,BREAKAGE,0.201
30,201706,2017-06-09,12465,34,24067,5,32,24,18,2,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,AHT,780.0
31,201706,2017-06-09,12465,34,24067,5,32,24,18,2,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,CALL_REGEN,0.167
32,201706,2017-06-09,12465,34,24067,5,32,24,18,2,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,TRANSFERS,0.082
33,201706,2017-06-09,12465,34,24067,5,32,24,18,2,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,APPLIED_PER_CALL,0.505
34,201706,2017-06-09,12465,34,24067,5,32,24,18,2,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,BREAKAGE,0.201
35,201706,2017-06-11,12465,34,25112,6,32,27,20,2,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,AHT,780.0
36,201706,2017-06-11,12465,34,25112,6,32,27,20,2,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,CALL_REGEN,0.167
37,201706,2017-06-11,12465,34,25112,6,32,27,20,2,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,TRANSFERS,0.082
38,201706,2017-06-11,12465,34,25112,6,32,27,20,2,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,APPLIED_PER_CALL,0.505
39,201706,2017-06-11,12465,34,25112,6,32,27,20,2,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,BREAKAGE,0.201
40,201706,2017-06-12,12465,37,24054,5,34,26,20,3,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,AHT,780.0
41,201706,2017-06-12,12465,37,24054,5,34,26,20,3,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,CALL_REGEN,0.167
42,201706,2017-06-12,12465,37,24054,5,34,26,20,3,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,TRANSFERS,0.082
43,201706,2017-06-12,12465,37,24054,5,34,26,20,3,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,APPLIED_PER_CALL,0.505
44,201706,2017-06-12,12465,37,24054,5,34,26,20,3,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,BREAKAGE,0.201
45,201706,2017-06-13,12465,38,24225,7,38,31,22,2,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,AHT,780.0
46,201706,2017-06-13,12465,38,24225,7,38,31,22,2,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,CALL_REGEN,0.167
47,201706,2017-06-13,12465,38,24225,7,38,31,22,2,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,TRANSFERS,0.082
48,201706,2017-06-13,12465,38,24225,7,38,31,22,2,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,APPLIED_PER_CALL,0.505
49,201706,2017-06-13,12465,38,24225,7,38,31,22,2,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,BREAKAGE,0.201
50,201706,2017-06-15,12465,37,24964,7,36,26,20,3,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,AHT,780.0
51,201706,2017-06-15,12465,37,24964,7,36,26,20,3,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,CALL_REGEN,0.167
52,201706,2017-06-15,12465,37,24964,7,36,26,20,3,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,TRANSFERS,0.082
53,201706,2017-06-15,12465,37,24964,7,36,26,20,3,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,APPLIED_PER_CALL,0.505
54,201706,2017-06-15,12465,37,24964,7,36,26,20,3,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,BREAKAGE,0.201
55,201706,2017-06-16,12465,34,24992,6,33,30,22,2,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,AHT,780.0
56,201706,2017-06-16,12465,34,24992,6,33,30,22,2,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,CALL_REGEN,0.167
57,201706,2017-06-16,12465,34,24992,6,33,30,22,2,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,TRANSFERS,0.082
58,201706,2017-06-16,12465,34,24992,6,33,30,22,2,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,APPLIED_PER_CALL,0.505
59,201706,2017-06-16,12465,34,24992,6,33,30,22,2,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,BREAKAGE,0.201
60,201706,2017-06-18,12465,38,24530,6,38,31,24,3,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,AHT,780.0
61,201706,2017-06-18,12465,38,24530,6,38,31,24,3,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,CALL_REGEN,0.167
62,201706,2017-06-18,12465,38,24530,6,38,31,24,3,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,TRANSFERS,0.082
63,201706,2017-06-18,12465,38,24530,6,38,31,24,3,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,APPLIED_PER_CALL,0.505
64,201706,2017-06-18,12465,38,24530,6,38,31,24,3,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,BREAKAGE,0.201
65,201706,2017-06-19,12465,34,25904,4,33,23,19,2,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,AHT,780.0
66,201706,2017-06-19,12465,34,25904,4,33,23,19,2,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,CALL_REGEN,0.167
67,201706,2017-06-19,12465,34,25904,4,33,23,19,2,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,TRANSFERS,0.082
68,201706,2017-06-19,12465,34,25904,4,33,23,19,2,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,APPLIED_PER_CALL,0.505
69,201706,2017-06-19,12465,34,25904,4,33,23,19,2,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,BREAKAGE,0.201
70,201706,2017-06-20,12465,38,25383,5,34,29,26,2,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,AHT,780.0
71,201706,2017-06-20,12465,38,25383,5,34,29,26,2,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,CALL_REGEN,0.167
72,201706,2017-06-20,12465,38,25383,5,34,29,26,2,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,TRANSFERS,0.082
73,201706,2017-06-20,12465,38,25383,5,34,29,26,2,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,APPLIED_PER_CALL,0.505
74,201706,2017-06-20,12465,38,25383,5,34,29,26,2,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,BREAKAGE,0.201
75,201706,2017-06-22,12465,37,24015,5,34,28,24,3,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,AHT,780.0
76,201706,2017-06-22,12465,37,24015,5,34,28,24,3,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,CALL_REGEN,0.167
77,201706,2017-06-22,12465,37,24015,5,34,28,24,3,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,TRANSFERS,0.082
78,201706,2017-06-22,12465,37,24015,5,34,28,24,3,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,APPLIED_PER_CALL,0.505
79,201706,2017-06-22,12465,37,24015,5,34,28,24,3,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,BREAKAGE,0.201
80,201706,2017-06-23,12465,40,25482,8,36,26,22,3,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,AHT,780.0
81,201706,2017-06-23,12465,40,25482,8,36,26,22,3,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,CALL_REGEN,0.167
82,201706,2017-06-23,12465,40,25482,8,36,26,22,3,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,TRANSFERS,0.082
83,201706,2017-06-23,12465,40,25482,8,36,26,22,3,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,APPLIED_PER_CALL,0.505
84,201706,2017-06-23,12465,40,25482,8,36,26,22,3,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,BREAKAGE,0.201
85,201706,2017-06-25,12465,34,24736,7,32,27,20,2,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,AHT,780.0
86,201706,2017-06-25,12465,34,24736,7,32,27,20,2,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,CALL_REGEN,0.167
87,201706,2017-06-25,12465,34,24736,7,32,27,20,2,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,TRANSFERS,0.082
88,201706,2017-06-25,12465,34,24736,7,32,27,20,2,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,APPLIED_PER_CALL,0.505
89,201706,2017-06-25,12465,34,24736,7,32,27,20,2,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,BREAKAGE,0.201
90,201706,2017-06-26,12465,38,25559,4,38,27,23,2,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,AHT,780.0
91,201706,2017-06-26,12465,38,25559,4,38,27,23,2,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,CALL_REGEN,0.167
92,201706,2017-06-26,12465,38,25559,4,38,27,23,2,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,TRANSFERS,0.082
93,201706,2017-06-26,12465,38,25559,4,38,27,23,2,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,APPLIED_PER_CALL,0.505
94,201706,2017-06-26,12465,38,25559,4,38,27,23,2,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,BREAKAGE,0.201
95,201706,2017-06-27,12465,33,25092,4,32,24,18,1,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,AHT,780.0
96,201706,2017-06-27,12465,33,25092,4,32,24,18,1,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,CALL_REGEN,0.167
97,201706,2017-06-27,12465,33,25092,4,32,24,18,1,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,TRANSFERS,0.082
98,201706,2017-06-27,12465,33,25092,4,32,24,18,1,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,APPLIED_PER_CALL,0.505
99,201706,2017-06-27,12465,33,25092,4,32,24,18,1,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,BREAKAGE,0.201
100,201706,2017-06-29,12465,35,24169,4,33,27,22,1,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,AHT,780.0
101,201706,2017-06-29,12465,35,24169,4,33,27,22,1,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,CALL_REGEN,0.167
102,201706,2017-06-29,12465,35,24169,4,33,27,22,1,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,TRANSFERS,0.082
103,201706,2017-06-29,12465,35,24169,4,33,27,22,1,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,APPLIED_PER_CALL,0.505
104,201706,2017-06-29,12465,35,24169,4,33,27,22,1,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,BREAKAGE,0.201
105,201706,2017-06-30,12465,39,25409,4,35,27,21,2,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,AHT,780.0
106,201706,2017-06-30,12465,39,25409,4,35,27,21,2,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,CALL_REGEN,0.167
107,201706,2017-06-30,12465,39,25409,4,35,27,21,2,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,TRANSFERS,0.082
108,201706,2017-06-30,12465,39,25409,4,35,27,21,2,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,APPLIED_PER_CALL,0.505
109,201706,2017-06-30,12465,39,25409,4,35,27,21,2,2017-05-01,2020-12-31,201700121,"Anderson, Albert",201700011,"Winnerson, Aceona",Williamburg,BREAKAGE,0.201
110,201706,2017-06-01,12466,35,25039,4,34,29,26,2,2017-05-01,2020-12-31,201700122,"Binning, Bart",201700011,"Winnerson, Aceona",Williamburg,AHT,780.0
111,201706,2017-06-01,12466,35,25039,4,34,29,26,2,2017-05-01,2020-12-31,201700122,"Binning, Bart",201700011,"Winnerson, Aceona",Williamburg,CALL_REGEN,0.167
112,201706,2017-06-01,12466,35,25039,4,34,29,26,2,2017-05-01,2020-12-31,201700122,"Binning, Bart",201700011,"Winnerson, Aceona",Williamburg,TRANSFERS,0.082
113,201706,2017-06-01,12466,35,25039,4,34,29,26,2,2017-05-01,2020-12-31,201700122,"Binning, Bart",201700011,"Winnerson, Aceona",Williamburg,APPLIED_PER_CALL,0.505
114,201706,2017-06-01,12466,35,25039,4,34,29,26,2,2017-05-01,2020-12-31,201700122,"Binning, Bart",201700011,"Winnerson, Aceona",Williamburg,BREAKAGE,0.201
115,201706,2017-06-02,12466,35,24330,4,33,30,22,2,2017-05-01,2020-12-31,201700122,"Binning, Bart",201700011,"Winnerson, Aceona",Williamburg,AHT,780.0
116,201706,2017-06-02,12466,35,24330,4,33,30,22,2,2017-05-01,2020-12-31,201700122,"Binning, Bart",201700011,"Winnerson, Aceona",Williamburg,CALL_REGEN,0.167
117,201706,2017-06-02,12466,35,24330,4,33,30,22,2,2017-05-01,2020-12-31,201700122,"Binning, Bart",201700011,"Winnerson, Aceona",Williamburg,TRANSFERS,0.082
118,201706,2017-06-02,12466,35,24330,4,33,30,22,2,2017-05-01,2020-12-31,201700122,"Binning, Bart",201700011,"Winnerson, Aceona",Williamburg,APPLIED_PER_CALL,0.505
119,201706,2017-06-02,12466,35,24330,4,33,30,22,2,2017-05-01,2020-12-31,201700122,"Binning, Bart",201700011,"Winnerson, Aceona",Williamburg,BREAKAGE,0.201
120,201706,2017-06-04,12466,39,24035,5,37,28,20,2,2017-05-01,2020-12-31,201700122,"Binning, Bart",201700011,"Winnerson, Aceona",Williamburg,AHT,780.0
121,201706,2017-06-04,12466,39,24035,5,37,28,20,2,2017-05-01,2020-12-31,201700122,"Binning, Bart",201700011,"Winnerson, Aceona",Williamburg,CALL_REGEN,0.167
122,201706,2017-06-04,12466,39,24035,5,37,28,20,2,2017-05-01,2020-12-31,201700122,"Binning, Bart",201700011,"Winnerson, Aceona",Williamburg,TRANSFERS,0.082
123,201706,2017-06-04,12466,39,24035,5,37,28,20,2,2017-05-01,2020-12-31,201700122,"Binning, Bart",201700011,"Winnerson, Aceona",Williamburg,APPLIED_PER_CALL,0.505
124,201706,2017-06-04,12466,39,24035,5,37,28,20,2,2017-05-01,2020-12-31,201700122,"Binning, Bart",201700011,"Winnerson, Aceona",Williamburg,BREAKAGE,0.201
125,201706,2017-06-05,12466,40,24176,4,40,32,25,2,2017-05-01,2020-12-31,201700122,"Binning, Bart",201700011,"Winnerson, Aceona",Williamburg,AHT,780.0
126,201706,2017-06-05,12466,40,24176,4,40,32,25,2,2017-05-01,2020-12-31,201700122,"Binning, Bart",201700011,"Winnerson, Aceona",Williamburg,CALL_REGEN,0.167
127,201706,2017-06-05,12466,40,24176,4,40,32,25,2,2017-05-01,2020-12-31,201700122,"Binning, Bart",201700011,"Winnerson, Aceona",Williamburg,TRANSFERS,0.082
128,201706,2017-06-05,12466,40,24176,4,40,32,25,2,2017-05-01,2020-12-31,201700122,"Binning, Bart",201700011,"Winnerson, Aceona",Williamburg,APPLIED_PER_CALL,0.505
129,201706,2017-06-05,12466,40,24176,4,40,32,25,2,2017-05-01,2020-12-31,201700122,"Binning, Bart",201700011,"Winnerson, Aceona",Williamburg,BREAKAGE,0.201
130,201706,2017-06-06,12466,35,24278,6,33,24,18,2,2017-05-01,2020-12-31,201700122,"Binning, Bart",201700011,"Winnerson, Aceona",Williamburg,AHT,780.0
131,201706,2017-06-06,12466,35,24278,6,33,24,18,2,2017-05-01,2020-12-31,201700122,"Binning, Bart",201700011,"Winnerson, Aceona",Williamburg,CALL_REGEN,0.167
132,201706,2017-06-06,12466,35,24278,6,33,24,18,2,2017-05-01,2020-12-31,201700122,"Binning, Bart",201700011,"Winnerson, Aceona",Williamburg,TRANSFERS,0.082
133,201706,2017-06-06,12466,35,24278,6,33,24,18,2,2017-05-01,2020-12-31,201700122,"Binning, Bart",201700011,"Winnerson, Aceona",Williamburg,APPLIED_PER_CALL,0.505
134,201706,2017-06-06,12466,35,24278,6,33,24,18,2,2017-05-01,2020-12-31,201700122,"Binning, Bart",201700011,"Winnerson, Aceona",Williamburg,BREAKAGE,0.201
135,201706,2017-06-08,12466,32,25209,4,30,22,19,2,2017-05-01,2020-12-31,201700122,"Binning, Bart",201700011,"Winnerson, Aceona",Williamburg,AHT,780.0
136,201706,2017-06-08,12466,32,25209,4,30,22,19,2,2017-05-01,2020-12-31,201700122,"Binning, Bart",201700011,"Winnerson, Aceona",Williamburg,CALL_REGEN,0.167
137,201706,2017-06-08,12466,32,25209,4,30,22,19,2,2017-05-01,2020-12-31,201700122,"Binning, Bart",201700011,"Winnerson, Aceona",Williamburg,TRANSFERS,0.082
138,201706,2017-06-08,12466,32,25209,4,30,22,19,2,2017-05-01,2020-12-31,201700122,"Binning, Bart",201700011,"Winnerson, Aceona",Williamburg,APPLIED_PER_CALL,0.505
139,201706,2017-06-08,12466,32,25209,4,30,22,19,2,2017-05-01,2020-12-31,201700122,"Binning, Bart",201700011,"Winnerson, Aceona",Williamburg,BREAKAGE,0.201
140,201706,2017-06-09,12466,32,25552,3,29,21,19,2,2017-05-01,2020-12-31,201700122,"Binning, Bart",201700011,"Winnerson, Aceona",Williamburg,AHT,780.0
141,201706,2017-06-09,12466,32,25552,3,29,21,19,2,2017-05-01,2020-12-31,201700122,"Binning, Bart",201700011,"Winnerson, Aceona",Williamburg,CALL_REGEN,0.167
142,201706,2017-06-09,12466,32,25552,3,29,21,19,2,2017-05-01,2020-12-31,201700122,"Binning, Bart",201700011,"Winnerson, Aceona",Williamburg,TRANSFERS,0.082
143,201706,2017-06-09,12466,32,25552,3,29,21,19,2,2017-05-01,2020-12-31,201700122,"Binning, Bart",201700011,"Winnerson, Aceona",Williamburg,APPLIED_PER_CALL,0.505
144,201706,2017-06-09,12466,32,25552,3,29,21,19,2,2017-05-01,2020-12-31,201700122,"Binning, Bart",201700011,"Winnerson, Aceona",Williamburg,BREAKAGE,0.201
145,201706,2017-06-11,12466,39,25873,8,36,26,20,2,2017-05-01,2020-12-31,201700122,"Binning, Bart",201700011,"Winnerson, Aceona",Williamburg,AHT,780.0
146,201706,2017-06-11,12466,39,25873,8,36,26,20,2,2017-05-01,2020-12-31,201700122,"Binning, Bart",201700011,"Winnerson, Aceona",Williamburg,CALL_REGEN,0.167
147,201706,2017-06-11,12466,39,25873,8,36,26,20,2,2017-05-01,2020-12-31,201700122,"Binning, Bart",201700011,"Winnerson, Aceona",Williamburg,TRANSFERS,0.082
